,Y0,Y1,Country,Label,Label5,Label10,Label15,Label20,Label25,Label30,Label35,Label40,Label45,Label50,Label6,Label7,Label8,Label9,Label11,Label12,Label13,Label14,Label16,Label17,Label18,Label19,Label21,Label22,Label23,Label24,Label26,Label27,Label28,Label29,Label31,Label32,Label33,Label34,Label36,Label37,Label38,Label39,Label41,Label42,Label43,Label44,Label46,Label47,Label48,Label49,Label51,Label52,Label53,Label54
234,-5.8579926,-18.317333,Norway (1820-1864),5,2,6,7,3,7,14,14,28,26,6,4,6,3,7,4,2,7,8,13,11,12,2,7,4,15,7,0,0,13,25,9,4,18,30,13,29,26,5,13,1,0,19,21,33,28,8,33,5,39,10
235,-13.033303,1.3161682,Oman,2,3,5,4,1,10,26,33,35,30,30,0,0,1,4,7,0,9,7,8,16,13,5,5,13,5,12,2,17,0,27,0,14,3,9,30,22,25,25,35,31,12,15,33,22,36,28,40,45,46,24
236,8.656176,-10.523068,Norway (royal anthem),3,2,0,10,19,16,6,9,4,37,7,4,5,7,0,5,5,5,11,5,3,2,12,9,19,4,8,3,21,21,15,18,1,7,29,8,5,19,31,19,33,41,40,9,17,17,13,14,39,33,41
237,-12.036014,-13.544821,Norway,5,3,6,14,7,12,14,17,9,42,28,0,2,3,7,4,8,7,8,13,11,12,16,4,9,15,7,18,16,18,2,9,15,23,7,22,13,11,27,17,10,24,16,39,11,42,29,3,35,16,53
238,-2.1451566,-8.0863,Olympics,16,2,2,11,10,23,19,19,34,34,44,5,4,2,3,5,10,1,10,0,15,1,9,0,18,18,16,20,18,10,23,10,29,28,12,33,34,34,15,7,15,8,36,2,16,14,10,9,9,0,50
239,9.636401,-9.514892,Palau,3,4,0,10,19,16,6,20,4,37,7,1,5,7,0,5,5,5,11,5,3,5,12,9,19,22,8,3,21,22,15,18,1,7,29,8,5,19,31,19,33,2,40,9,17,17,13,14,39,33,41
240,0.84583336,15.055307,Pakistan,4,1,1,12,2,3,17,8,10,20,5,2,3,4,2,2,9,12,3,12,5,10,6,17,1,3,13,11,26,11,3,21,10,0,17,28,31,8,37,12,12,23,35,3,43,39,3,26,0,4,0
241,4.0532737,12.548478,Palestine,12,1,1,12,2,18,17,8,22,20,5,2,3,4,2,2,9,12,3,12,5,17,6,17,1,3,13,24,26,11,3,21,17,0,17,28,31,8,37,12,12,23,35,3,43,39,3,26,0,4,51
242,6.972997,-23.646162,Panama,10,2,0,13,9,13,3,3,13,41,18,4,6,7,0,8,11,10,4,4,6,11,0,12,20,13,0,22,25,19,20,30,12,26,33,17,8,36,11,5,7,9,11,23,24,43,33,0,26,3,29
243,-0.111086965,-12.223971,Peru,1,2,2,3,12,17,27,19,34,34,29,4,6,3,3,5,10,1,10,11,15,2,9,0,8,18,10,23,18,10,16,22,29,12,8,19,2,4,15,7,15,20,1,2,3,2,26,9,41,8,5
244,-11.012648,6.4697237,Poland,2,0,5,1,1,10,26,27,6,11,46,3,0,6,1,0,6,9,7,8,16,13,5,2,5,5,6,19,22,0,1,20,28,24,14,14,22,16,0,32,6,12,26,8,4,5,19,40,42,9,48
245,0.115203574,-10.670162,Paraguay,1,2,2,3,12,17,27,19,34,34,29,4,6,3,3,5,10,1,10,11,15,2,9,0,8,18,10,23,9,10,16,22,29,12,8,19,2,34,1,7,15,20,1,2,3,2,26,9,41,15,5
246,-4.455509,20.56069,Papua New Guinea,4,0,1,8,18,3,11,21,31,21,26,3,3,4,2,2,9,12,3,12,2,10,14,6,12,16,1,11,23,7,17,3,20,16,18,12,4,37,36,24,27,11,18,12,42,10,21,27,46,26,23
247,16.286394,-5.9220233,Pitcairn Islands,11,4,7,0,11,15,25,29,11,33,45,1,5,5,5,1,1,2,5,3,10,8,4,3,21,10,20,5,4,8,8,5,31,31,5,2,16,17,17,27,5,36,33,20,9,45,0,13,25,7,37
248,-3.1668386,10.290414,Philippines,13,0,1,1,4,14,2,31,3,0,42,3,3,4,8,2,9,9,3,12,2,3,14,17,1,11,13,6,10,14,12,11,0,15,6,10,21,27,10,14,36,1,0,26,35,26,18,5,18,52,18
249,-16.185106,-5.01354,Rhodesia,9,3,9,4,17,5,28,10,1,3,4,0,2,1,4,10,8,11,13,14,1,6,10,18,2,8,2,7,8,9,24,13,2,10,25,7,11,5,4,25,11,3,7,5,0,13,38,8,1,30,28
250,-9.256636,-6.4616885,Qatar,16,3,2,11,10,19,8,0,23,12,16,0,2,1,4,10,10,1,13,0,15,1,7,19,18,2,16,20,3,4,23,10,18,25,12,1,15,35,23,28,37,38,31,13,16,20,10,24,28,43,30
251,-12.792936,-15.363849,Réunion,5,3,6,14,7,12,14,17,9,42,28,0,2,3,7,4,8,7,8,13,11,12,16,4,9,15,7,18,16,18,2,9,15,23,7,22,13,11,27,17,10,24,43,15,11,42,29,3,35,16,53
252,20.519943,-6.5798745,Puerto Rico,11,4,7,0,11,15,25,29,11,33,45,1,5,5,5,1,1,2,5,3,10,8,4,3,21,10,20,5,19,8,22,25,31,31,5,23,16,17,7,27,5,36,33,0,9,4,0,13,25,25,37
253,18.16132,-14.455466,Portugal (1809-1834),19,4,7,0,19,4,29,4,30,18,27,1,5,7,0,8,11,2,11,3,12,14,4,20,0,9,21,17,4,5,0,26,25,17,15,31,5,32,14,3,24,13,4,36,5,4,11,28,8,20,8
254,3.1263266,-8.564417,Portugal,14,2,2,10,15,17,13,19,38,15,22,4,4,2,3,5,5,5,10,11,3,2,9,0,8,18,10,23,9,10,4,8,7,12,27,19,25,1,1,40,29,41,38,41,27,14,35,49,41,15,17
255,-20.374786,16.15498,Russia (1833-1917),7,0,8,5,5,11,21,12,7,8,33,3,0,6,1,3,7,3,6,2,7,7,11,16,10,12,9,21,2,6,21,27,13,9,4,20,7,29,12,6,35,25,13,10,7,23,17,46,20,51,12
256,-9.642888,6.637623,Romania (1866-1947),2,0,5,1,1,10,12,27,6,11,46,3,0,6,1,0,6,9,7,8,16,13,5,2,5,5,6,19,22,0,1,20,28,24,14,14,22,16,0,32,6,32,26,8,4,5,19,1,42,9,48
257,18.11523,24.658745,Russia (1918-1922),8,1,3,2,8,20,22,24,18,32,9,2,1,0,6,6,4,8,2,15,13,15,15,8,3,17,18,14,24,26,28,24,8,22,21,18,17,24,18,18,41,29,30,34,20,25,20,23,47,10,43
258,-8.669253,2.2334704,Romania (1977-1990),2,0,5,1,1,10,12,27,39,11,46,3,0,6,8,0,6,9,7,8,16,13,5,2,13,14,12,8,22,0,27,20,28,24,14,14,22,12,25,32,31,12,42,8,22,30,19,40,6,14,47
259,-16.12383,17.703012,Russia (1816-1833),7,0,8,5,18,11,9,30,7,36,2,3,0,6,1,3,7,3,6,2,7,7,11,16,10,12,11,12,13,24,10,27,13,9,4,20,7,29,24,36,2,25,8,10,7,29,34,46,48,34,12
260,-5.763225,-6.900677,Romania,16,3,2,11,10,23,8,0,23,12,16,0,2,2,3,5,10,1,10,0,15,1,7,19,18,2,16,20,3,4,23,10,18,1,12,33,34,35,23,28,37,8,31,13,16,20,10,24,28,43,30
261,-9.427527,3.8500452,Romania (1948-1953),2,0,5,1,1,10,12,27,6,11,46,3,0,6,8,0,6,9,7,8,16,13,5,2,13,5,6,19,22,0,27,20,28,24,14,14,22,16,25,32,6,12,42,8,22,5,19,40,6,9,47
262,-9.963544,2.5152874,Romania (1953-1977),2,0,5,1,1,10,12,27,39,11,46,3,0,6,8,0,6,9,7,8,16,13,5,2,13,5,12,8,22,0,27,20,28,24,14,14,22,25,25,35,31,12,42,8,22,5,19,40,6,46,47
263,-1.0304834,4.0666194,Rwanda,6,0,4,6,13,14,0,7,14,27,34,5,4,2,8,0,6,9,9,10,4,16,1,10,7,6,3,6,10,27,14,4,9,6,1,16,0,2,28,26,38,6,24,18,2,19,41,35,40,38,7
264,-14.360899,-20.057821,St. Barthélemy,5,3,6,14,7,12,14,17,20,35,28,0,2,3,7,4,8,7,8,13,11,12,16,4,9,15,7,18,16,18,2,9,15,23,7,22,13,11,27,17,10,17,43,15,44,16,29,34,16,47,53
265,-0.75364906,2.861799,Rwanda (1962-2001),6,0,4,6,13,0,0,7,14,27,0,5,4,2,8,0,6,9,9,10,4,16,1,10,7,6,3,16,20,27,14,4,9,6,1,16,0,2,28,26,38,6,24,18,2,19,41,35,40,38,7
266,16.574965,-6.487661,St. Helena,11,4,7,0,11,15,25,29,11,33,45,1,5,5,5,1,1,2,5,3,10,8,4,3,21,10,20,5,4,8,8,5,31,31,5,2,16,17,17,27,5,36,33,20,9,45,0,13,25,7,37
267,-12.260456,-6.194056,St. Kitts and Nevis,9,3,9,14,17,19,1,33,1,3,38,0,2,1,4,10,8,11,13,14,1,6,10,18,2,8,2,7,8,9,24,13,2,10,25,1,15,20,4,1,11,3,7,5,39,13,5,8,1,30,28
268,11.613317,15.556486,Russia,8,1,3,2,8,6,4,26,24,9,10,2,1,0,6,6,4,8,2,7,9,9,13,8,3,7,5,25,7,2,5,6,17,8,10,9,9,3,26,29,0,42,6,14,46,35,30,6,36,37,9
269,-10.267819,-21.110575,Saarland,5,2,6,7,7,12,14,14,9,26,6,4,6,3,7,4,2,7,8,13,11,12,16,4,9,15,7,18,0,13,25,9,15,23,30,22,13,11,27,17,10,24,19,21,44,42,8,21,5,39,10
270,-11.37817,15.376475,St. Vincent and the Grenadines,7,0,8,8,18,8,9,30,17,44,2,3,0,6,1,3,7,3,6,2,7,7,11,16,10,16,11,12,13,24,10,27,26,5,13,3,26,13,19,2,39,18,8,42,38,18,23,19,4,13,26
271,5.517831,-3.2043042,Samoa,14,4,4,10,15,9,13,13,15,5,47,5,4,2,3,9,5,5,0,5,3,5,18,14,16,6,8,16,20,1,4,19,19,20,11,29,12,1,20,0,3,22,28,31,23,32,2,48,22,6,3
272,12.118102,-7.664752,St. Lucia,3,4,7,10,19,16,6,20,4,37,7,1,5,5,5,1,5,2,11,5,10,5,12,9,19,22,8,15,21,22,8,18,1,7,29,8,23,19,31,19,33,2,10,25,25,44,42,4,34,33,41
273,-19.324871,-13.526914,St. Martin,9,3,9,14,7,5,20,17,20,14,36,0,2,1,4,10,8,11,13,14,1,6,16,18,2,8,14,7,8,18,9,13,15,10,7,7,6,20,35,33,20,17,29,35,34,47,48,39,23,47,44
274,-3.47092,-5.1395636,San Marino (to 1894),16,3,2,11,10,0,8,18,5,10,44,5,4,2,3,5,10,1,10,0,15,1,7,10,18,18,16,20,3,16,23,10,24,28,19,33,20,33,9,9,19,8,12,30,16,31,10,12,9,0,39
275,4.527087,-14.401967,Sao Tome and Principe,1,2,0,3,12,13,27,9,2,31,39,4,6,7,0,5,5,10,4,11,3,2,9,9,8,4,10,23,5,21,16,22,27,2,2,19,24,21,22,15,17,19,1,24,8,41,26,15,2,22,32
276,-7.1197085,-0.32689852,Saudi Arabia,2,3,5,11,13,10,8,18,39,43,43,5,4,2,8,0,6,9,7,8,16,13,7,10,13,14,12,8,3,16,27,20,24,25,19,27,20,12,25,9,31,38,42,33,37,30,7,38,49,28,15
277,-5.8572273,14.976682,Seychelles,4,0,1,8,4,8,23,2,17,44,12,3,3,4,2,2,9,12,3,12,2,3,14,6,12,16,1,11,23,7,12,11,20,5,13,3,26,13,19,2,39,18,0,26,10,18,46,19,43,27,26
278,-11.581493,-15.335396,Scotland,5,3,6,14,7,12,14,17,9,42,28,0,2,3,7,4,8,7,8,13,11,12,16,4,9,15,7,18,16,18,2,9,15,23,7,22,13,11,27,17,10,24,43,39,11,42,29,3,35,16,53
279,4.859241,1.1767468,Senegal,6,4,4,6,6,9,0,13,15,22,20,5,4,2,3,9,3,0,0,10,14,16,18,14,16,6,3,16,20,1,11,19,19,20,1,16,12,14,20,22,8,37,9,11,23,19,2,11,14,23,52
280,2.3442347,2.6293762,Seychelles (1978-1996),6,4,4,6,6,9,0,7,14,22,0,5,4,2,8,9,3,0,9,10,4,16,1,14,7,6,3,16,20,27,11,4,9,6,1,16,12,14,28,26,8,37,9,11,23,19,41,11,51,23,52
281,15.618505,-2.6216104,Seychelles (1976-1978),11,4,7,9,0,15,25,29,11,7,37,1,5,5,5,1,1,6,5,9,10,8,8,3,6,10,22,5,11,8,8,5,6,30,5,2,10,10,17,10,30,10,20,20,9,45,32,44,15,41,21
282,-13.770019,-7.0212307,Sierra Leone,9,3,9,14,17,5,1,10,1,28,38,0,2,1,4,10,8,11,13,14,1,6,10,18,2,8,2,7,8,9,24,13,2,10,25,1,11,20,4,1,11,3,7,5,39,13,5,8,1,30,28
283,0.93246186,-0.69249403,Singapore,6,4,4,6,13,0,0,7,14,22,0,5,4,2,3,9,6,5,0,10,4,16,18,14,7,6,3,16,20,1,14,4,9,6,1,16,12,14,28,26,8,37,9,18,2,19,2,11,14,38,52
284,-19.324469,-13.52617,Sint Maarten,9,3,9,14,7,5,20,17,20,14,36,0,2,1,4,10,8,11,13,14,1,6,16,18,2,8,14,7,8,18,9,13,15,10,7,7,6,20,35,33,20,17,29,35,34,47,48,39,23,47,44
285,-11.064352,14.334273,Solomon Islands,7,0,8,8,18,8,23,2,17,44,2,3,0,6,1,3,7,3,6,2,7,7,11,16,5,16,11,12,13,24,10,11,26,5,13,3,26,13,19,2,39,18,8,42,38,18,23,19,4,13,26
286,24.97108,-7.221455,Slovakia,11,4,7,0,11,15,18,16,36,39,32,1,5,5,5,1,1,2,5,3,10,8,4,3,21,10,20,5,19,8,22,25,23,32,31,23,35,23,7,21,32,21,23,38,26,38,43,45,38,42,27
287,6.6195283,16.289688,Somalia (2000-2012),15,1,1,12,2,18,17,26,24,9,19,2,3,4,2,2,9,12,3,7,5,15,6,15,11,3,23,1,6,20,18,6,17,0,22,35,9,3,26,29,0,42,6,14,46,35,30,6,36,37,36
288,0.34646922,-7.3073483,Somalia,14,2,2,3,15,17,13,19,38,15,22,5,4,2,3,5,5,5,10,0,15,1,9,0,8,18,16,23,9,10,4,8,7,28,27,5,25,34,1,40,29,8,38,41,27,14,35,9,9,45,50
289,-21.996948,-0.40406966,South Africa,17,3,9,4,14,24,16,22,16,13,21,0,0,1,4,7,0,4,1,6,8,4,3,5,14,21,17,13,12,23,7,23,16,19,24,24,3,31,16,16,28,15,3,29,18,1,14,7,19,18,49
290,4.863177,-3.8908424,South Sudan,14,4,4,10,15,9,13,13,15,5,47,5,4,2,3,5,5,5,0,5,3,5,18,14,16,6,8,16,9,1,4,19,7,20,11,29,25,1,20,0,3,22,28,31,27,32,2,48,22,6,3
291,-15.533493,3.1541166,Somaliland,17,0,5,4,1,24,26,5,35,30,30,3,0,6,4,7,0,4,1,6,8,4,3,5,14,21,17,2,17,23,7,0,14,3,9,11,3,25,16,35,4,12,15,16,21,33,28,17,45,46,24
292,-18.079834,-5.526025,South Ossetia,9,3,9,4,17,5,28,10,33,28,4,0,2,1,4,10,8,11,13,14,1,6,10,18,2,8,2,7,8,9,24,13,2,10,0,7,11,5,35,25,20,33,7,5,0,13,38,20,1,5,1
293,-15.703437,-7.571162,South Africa (1957-1997),9,3,9,4,17,5,1,10,1,28,4,0,2,1,4,10,8,11,13,14,1,6,10,18,2,8,2,7,8,9,24,13,2,10,25,7,11,5,4,25,11,3,7,5,0,13,38,8,1,30,28
294,-23.304415,-0.860445,South Africa (1994-1997),17,3,9,4,14,24,16,22,16,13,21,0,0,1,4,7,0,4,1,6,8,4,3,5,14,21,17,13,12,23,7,23,16,19,24,24,3,31,16,16,28,15,3,29,18,1,14,7,19,18,49
295,6.9857097,14.884999,South Vietnam (1948-1975),15,1,1,12,2,18,17,26,24,9,19,2,3,4,2,2,9,12,3,7,5,15,6,15,11,3,23,24,26,11,3,6,17,0,22,28,9,3,26,29,0,42,6,14,46,35,30,6,36,37,51
296,-2.9944234,-1.7047817,"Spain (1822-1823, 1931-1939)",6,3,2,11,13,0,8,18,5,10,0,5,4,2,3,0,6,1,7,10,4,16,7,10,7,14,3,8,3,16,14,4,24,28,19,27,20,33,9,9,19,6,12,30,37,31,7,12,49,28,39
297,8.297676,-2.4865804,South Vietnam (1975-1976),3,4,4,10,0,16,15,13,15,5,47,5,4,2,3,9,5,5,0,5,14,5,18,14,16,22,8,15,21,22,4,19,19,20,11,29,23,1,3,0,3,30,28,25,25,32,15,50,22,6,45
298,-22.160027,-9.13081,Sovereign Military Order of Malta,9,3,9,4,17,5,28,10,33,14,36,0,2,1,4,10,8,11,13,14,1,6,10,18,2,8,14,7,8,9,9,13,2,10,0,7,6,5,35,33,20,33,29,35,34,47,48,20,23,5,1
299,8.735891,2.530598,Srpska,0,4,4,6,6,9,15,11,8,2,20,5,4,2,5,9,3,0,9,1,14,5,17,14,15,20,15,4,1,1,13,1,19,4,23,15,36,6,3,22,25,30,21,43,12,0,15,50,3,17,45
300,-13.003405,0.7732091,Sudan,2,3,5,4,1,10,26,33,35,30,30,0,0,1,4,7,0,9,7,8,16,13,5,5,13,5,12,2,17,0,27,0,14,3,9,30,22,25,25,35,31,12,15,33,22,36,28,40,45,46,24
301,2.8423667,3.782273,Suriname,6,1,4,6,6,9,0,7,14,22,24,5,4,2,8,9,3,0,9,10,4,16,1,14,7,6,3,16,20,27,11,16,9,6,1,16,12,14,13,22,8,37,9,11,23,19,37,11,51,23,52
302,-18.396925,-8.11511,Sweden (national anthem),9,3,9,4,17,5,28,10,33,28,4,0,2,1,4,10,8,11,13,14,1,6,10,18,2,8,2,7,8,9,9,13,2,10,0,7,11,5,35,25,20,33,7,5,0,13,38,20,23,5,1
303,-13.27968,8.272708,Sweden (royal anthem),18,0,8,1,1,8,26,5,21,19,8,3,0,6,1,3,7,3,6,8,7,13,5,2,5,5,6,2,2,0,1,7,5,21,28,11,14,0,0,8,23,5,26,1,19,33,1,25,27,2,4
304,-6.8550982,21.034718,Syria,4,0,1,8,18,3,11,21,31,21,26,3,3,4,2,2,9,12,3,12,2,10,14,6,12,16,1,11,23,7,17,3,20,16,18,12,4,37,36,24,27,11,18,12,42,10,21,27,46,26,23
305,-0.019032516,-5.520239,Taiwan (alternate anthem),14,2,2,11,15,17,13,19,38,10,44,5,4,2,3,5,5,5,10,0,15,1,18,0,8,18,16,23,9,10,4,8,7,28,27,5,25,34,9,40,29,8,38,41,27,14,35,9,9,45,50
306,18.245346,14.944456,Tajikistan (1946-1994),8,1,3,2,8,6,4,6,27,4,49,2,1,0,6,6,4,8,2,15,9,9,13,8,3,7,5,25,7,2,5,15,21,8,10,9,28,9,2,4,9,16,17,6,28,7,39,16,7,11,42
307,-4.3260818,5.026578,Tajikistan,13,0,5,1,13,14,12,31,3,27,15,5,4,2,8,0,6,9,7,8,16,3,5,2,7,11,6,6,22,14,14,20,28,24,6,14,0,2,10,32,38,6,24,8,35,30,19,1,40,14,19
308,-19.794502,0.40763077,Tanzania,17,3,9,4,14,24,16,22,16,30,21,0,0,1,4,7,0,4,1,6,8,4,3,5,14,21,17,13,12,23,7,23,16,19,9,24,3,31,16,16,4,15,39,16,21,1,14,43,19,18,11
309,11.993642,-19.666546,Thailand (royal anthem),19,2,0,13,9,13,3,32,13,6,11,4,6,7,0,8,11,10,11,4,12,14,0,20,0,13,0,22,14,19,20,30,25,26,33,17,30,7,38,31,7,9,27,23,32,34,40,0,26,35,2
310,-1.3878137,-17.217316,Thailand (national anthem),1,2,6,7,3,7,7,28,28,1,3,4,6,3,7,4,2,7,4,11,6,11,2,7,4,19,19,9,0,13,16,2,4,18,20,13,29,26,22,30,13,0,5,21,33,28,4,33,5,12,20
311,7.4124312,-18.380495,Tibet,10,2,0,13,9,13,3,34,13,6,11,4,6,7,0,8,11,10,4,4,12,14,0,12,20,4,0,22,5,21,20,30,27,2,2,4,24,36,38,31,7,19,27,23,32,34,40,42,44,50,2
312,4.939326,7.5866055,Timor-Leste,12,1,4,6,6,18,24,23,22,17,24,2,3,4,8,9,3,0,9,1,5,17,1,1,15,20,15,24,1,25,19,16,22,27,3,0,19,18,13,11,22,14,41,27,29,9,37,41,13,24,34
313,0.37504604,-3.0072784,Togo (1979-1991),14,2,2,11,15,0,0,13,5,10,0,5,4,2,3,5,5,5,0,10,4,16,18,10,7,6,3,16,20,16,4,4,9,28,1,5,12,33,9,40,19,22,38,41,27,14,2,12,14,45,39
314,-0.49217215,-1.5419992,Togo,6,4,2,11,13,0,0,7,5,10,0,5,4,2,3,0,6,5,0,10,4,16,18,10,7,6,3,16,20,16,14,4,9,6,1,16,20,33,9,26,19,6,24,18,2,19,2,12,14,38,39
315,12.431425,-11.493495,Tokelau,19,4,0,0,19,4,6,4,4,18,7,1,5,7,0,8,11,2,11,5,12,14,12,9,19,9,21,3,4,5,15,18,1,7,29,8,5,19,14,3,33,13,4,9,17,40,11,14,39,33,41
316,-19.207504,14.6305065,Tonga,18,0,8,5,5,11,21,12,7,8,33,3,0,6,1,3,7,3,6,2,7,7,11,16,10,12,9,21,2,6,21,27,13,9,4,20,7,29,12,6,35,25,13,10,7,23,17,10,20,51,25
317,-24.344707,-1.1885967,Transkei,17,3,9,4,14,24,16,22,16,13,21,0,0,1,4,7,0,4,1,6,8,4,3,5,14,21,17,13,12,23,7,23,16,19,24,24,3,31,16,16,28,15,3,29,18,1,14,7,19,18,49
318,6.943991,8.895792,Transvaal,12,1,4,6,6,18,24,23,22,17,23,2,1,0,6,9,3,0,9,1,5,17,17,1,15,20,15,24,1,25,19,29,22,27,3,0,19,30,33,11,22,34,41,27,29,24,12,41,13,24,22
319,-3.9254832,-23.128912,Trinidad and Tobago,5,2,6,7,3,7,7,14,28,26,31,4,6,3,7,4,2,7,4,13,6,11,2,7,4,19,19,9,0,3,25,2,4,18,30,13,29,26,5,13,13,0,5,21,41,11,31,33,5,39,33
320,-6.8921494,-6.6698484,Tunisia,16,3,2,11,10,19,8,0,23,12,16,0,2,1,3,10,10,1,10,0,15,1,7,19,18,2,16,20,3,4,23,10,18,1,12,33,34,35,23,28,37,38,31,13,16,20,10,24,28,43,30
321,16.127775,13.407259,Turkmenistan (1946-1997),8,1,3,2,8,6,4,6,27,4,49,2,1,0,6,6,4,8,2,15,9,9,13,8,3,7,5,25,7,2,5,15,21,8,10,9,28,9,2,4,9,16,17,17,28,7,6,16,7,11,42
322,-2.734499,-9.7687025,Turkey,16,2,2,3,10,23,19,19,34,34,29,4,6,3,3,5,10,1,10,0,15,1,9,0,18,18,16,20,18,4,23,28,29,1,8,33,34,34,15,7,15,20,36,2,3,2,22,9,21,8,5
323,11.373602,23.033653,Turkmenistan (1997-2008),15,1,3,12,2,20,22,26,37,25,48,2,1,0,2,6,4,8,2,7,13,15,15,15,11,17,18,1,24,20,18,6,8,22,22,18,33,3,18,29,21,7,25,19,6,15,45,18,29,31,16
324,-3.750361,-22.76803,Turks and Caicos Islands,5,2,6,7,3,7,7,14,28,26,31,4,6,3,7,4,2,7,4,13,6,11,2,7,4,19,19,9,0,3,25,2,4,18,30,13,29,26,5,13,13,0,5,21,41,11,31,33,5,39,33
325,11.380392,23.03425,Turkmenistan,15,1,3,12,2,20,22,26,37,25,48,2,1,0,2,6,4,8,2,7,13,15,15,15,11,17,18,1,24,20,18,6,8,22,22,18,33,3,18,29,21,7,25,19,6,15,45,18,29,31,16
326,-17.274279,12.726884,Tuvalu,18,0,8,5,5,11,21,12,21,8,41,3,0,6,1,3,7,3,6,2,7,7,11,16,10,12,9,21,2,6,21,7,5,9,28,20,14,0,12,6,35,5,13,1,19,23,17,10,33,2,25
327,16.417171,-1.2565943,Uganda,11,4,7,9,16,1,25,11,11,7,37,1,5,5,5,1,1,6,5,9,0,8,8,13,6,1,22,10,11,8,8,5,6,30,5,2,10,10,17,10,30,10,20,20,9,45,32,44,15,41,21
328,14.580493,13.171609,Ukraine (1949-1991),8,1,3,2,8,6,4,6,0,24,10,2,1,0,6,6,4,8,2,15,9,9,13,8,3,7,5,25,7,2,5,15,21,8,10,9,18,9,29,4,26,35,17,40,1,37,47,37,50,11,9
329,16.944338,-0.9116552,Ukraine,11,4,7,9,16,1,25,11,11,7,37,1,5,5,5,1,1,6,5,9,0,8,8,13,6,1,22,10,11,8,8,5,6,30,5,2,10,10,17,10,30,10,20,20,9,45,32,44,15,41,21
330,18.115114,24.659523,Union of Soviet Socialist Republics (1922-1944),8,1,3,2,8,20,22,24,18,32,9,2,1,0,6,6,4,8,2,15,13,15,15,8,3,17,18,14,24,26,28,24,8,22,21,18,17,24,18,18,41,29,30,34,20,25,20,23,47,10,43
331,-15.77153,18.062006,United Kingdom,7,0,8,5,18,11,9,30,7,36,2,3,0,6,1,3,7,3,6,2,7,7,11,16,10,12,11,12,13,24,10,27,13,9,4,20,7,29,24,36,2,25,8,10,7,29,34,46,48,34,12
332,-5.4392347,-16.915007,United Nations,5,2,6,7,3,7,14,28,28,26,6,4,6,3,7,4,2,7,8,13,11,12,2,7,4,15,7,0,0,13,25,9,4,18,30,13,29,26,5,30,1,0,19,21,33,28,8,29,5,12,10
333,2.4801867,-4.599886,United States (to 1931),14,2,2,10,15,17,13,13,38,15,22,5,4,2,3,5,5,5,0,10,3,16,18,0,16,18,8,16,9,10,4,8,7,28,27,5,25,1,20,40,29,22,38,41,27,14,35,48,22,45,3
334,-8.172476,-11.274108,Uruguay,16,3,6,14,10,23,19,0,23,12,16,0,2,3,7,4,10,1,8,0,11,1,16,19,18,2,7,0,18,4,23,28,18,1,12,1,34,35,23,28,37,40,31,39,11,20,22,24,28,43,30
335,8.964368,9.290819,Vanuatu,12,1,3,6,6,21,24,23,8,17,23,2,1,0,6,9,3,0,9,1,5,17,17,1,15,20,15,24,1,25,19,29,22,27,3,0,19,30,33,11,16,34,41,27,29,24,12,41,13,24,22
336,1.1986928,-7.8628564,United States,14,2,2,3,15,17,13,19,38,15,22,5,4,2,3,5,5,5,10,11,3,2,9,0,8,18,10,23,9,10,4,8,7,12,27,5,25,34,1,40,29,8,38,41,27,14,35,9,41,15,50
337,1.0556638,5.797074,Uzbekistan,6,1,4,6,6,14,2,7,14,27,34,5,4,2,8,9,3,0,9,10,4,17,1,17,1,20,13,6,10,27,11,16,22,15,1,16,21,18,13,14,38,14,22,44,15,9,37,47,51,52,34
338,-5.5140295,2.2296221,Vatican City,2,0,5,1,13,10,12,18,39,27,15,5,4,2,8,0,6,9,7,8,16,13,5,10,13,14,12,8,22,16,27,20,28,24,19,27,0,2,25,9,19,6,42,8,37,30,19,35,40,14,47
339,-15.618369,-6.46656,Upper Volta,9,3,9,4,17,5,1,10,1,28,4,0,2,1,4,10,8,11,13,14,1,6,10,18,2,8,2,7,8,9,24,13,2,10,25,7,11,5,4,25,11,3,7,5,0,13,38,8,1,30,28
340,16.924896,13.958502,Uzbekistan (1947-1992),8,1,3,2,8,6,4,6,27,4,49,2,1,0,6,6,4,8,2,15,9,9,13,8,3,7,5,25,7,2,5,15,21,8,10,9,28,9,2,4,9,16,17,17,28,7,6,16,7,11,42
341,-7.6713743,15.153565,British Virgin Islands,4,0,1,8,18,8,23,2,17,44,12,3,3,6,1,3,7,3,6,12,2,3,14,6,12,16,11,12,13,7,12,11,26,5,13,3,26,13,19,2,39,18,0,42,38,18,23,19,43,27,26
342,-1.4368452,7.939547,Wales,13,0,5,6,4,14,2,31,3,27,34,5,3,4,8,0,6,9,9,12,4,3,1,17,1,11,13,6,10,14,12,16,0,15,6,10,21,27,10,14,38,1,22,44,35,26,18,47,18,52,18
343,-3.112416,-7.6759596,Venezuela,16,2,2,11,10,23,19,19,34,34,44,5,4,2,3,5,10,1,10,0,15,1,7,0,18,18,16,20,18,4,23,10,29,28,12,33,34,34,9,7,15,8,36,13,16,14,10,9,9,0,50
344,-8.021234,15.139659,U. S. Virgin Islands,4,0,1,8,18,8,23,2,17,44,12,3,3,6,1,3,7,3,6,12,2,3,14,6,12,16,11,12,13,7,12,11,26,5,13,3,26,13,19,2,39,18,0,42,38,18,23,19,43,27,26
